,compound,date,negative,neutral,positive,text,user
268,-0.34,Sun Jan 07 20:29:15 +0000 2018,0.138,0.862,0.0,"On @MediaBuzzFNC, Anthony @Scaramucci slammed Michael Wolff's book ""Fire and Fury,"" and defended the accomplishment… https://t.co/FW2UsVcxm9",@FOXNEWS
269,-0.6369,Sun Jan 07 20:27:46 +0000 2018,0.342,0.658,0.0,Israel lists 20 groups to be denied entry over boycott calls https://t.co/QRgfvdAsd7,@FOXNEWS
270,0.2263,Sun Jan 07 20:23:05 +0000 2018,0.0,0.853,0.147,Washington State to Allow 'Gender X' Designation on Birth Certificates https://t.co/qjB5mcVdBJ https://t.co/5vC97pFW0q,@FOXNEWS
271,-0.4927,Sun Jan 07 20:13:02 +0000 2018,0.138,0.862,0.0,"At Camp David yesterday, @POTUS once more denied that he or his campaign colluded with Russia - and pointed the fin… https://t.co/qkYbClWxaz",@FOXNEWS
272,0.0,Sun Jan 07 20:12:56 +0000 2018,0.0,1.0,0.0,"RT @foxnewspolitics: Maryland Democrat confessed to taking cash, prosecutors say https://t.co/NVzwcoCr9z",@FOXNEWS
273,0.0,Sun Jan 07 20:08:18 +0000 2018,0.0,1.0,0.0,U.S. markets since election. https://t.co/FwKzMAVHe8,@FOXNEWS
274,0.0,Sun Jan 07 20:07:19 +0000 2018,0.0,1.0,0.0,Germany's Merkel 'optimistic' as new coalition talks begin https://t.co/GMjxOOqobo,@FOXNEWS
275,-0.4404,Sun Jan 07 20:00:52 +0000 2018,0.195,0.805,0.0,"Moments ago, @PressSec tweeted about the criticism President @realDonaldTrump receives from @TheDemocrats. https://t.co/wVujuQ0wVD",@FOXNEWS
276,-0.1779,Sun Jan 07 20:00:03 +0000 2018,0.086,0.914,0.0,".@AlanDersh: ""How dare liberals - people on the left - try to undo democracy by accusing a president of being menta… https://t.co/9ySfQtHrbK",@FOXNEWS
277,-0.1779,Sun Jan 07 19:58:12 +0000 2018,0.185,0.616,0.199,".@ThomTillis: ""There's a compelling humanitarian reason for securing the border: Thousands of people die trying to… https://t.co/MS5H8EoTfz",@FOXNEWS
278,-0.4588,Sun Jan 07 19:52:46 +0000 2018,0.214,0.786,0.0,.@ToddStarnes: Will disgraced Steve Bannon be invited to speak at CPAC? https://t.co/4Wn8qAhZwz,@FOXNEWS
279,0.5994,Sun Jan 07 19:45:32 +0000 2018,0.0,0.763,0.237,".@POTUS, yesterday, on North Korea: ""You have to be prepared to do certain things, and I'm totally prepared to do t… https://t.co/xiRC52bsnU",@FOXNEWS
280,-0.8271,Sun Jan 07 19:44:42 +0000 2018,0.42,0.58,0.0,"RT @foxnewspolitics: Pompeo, Lewandowski vehemently defend Trump, slam 'Fire and Fury' book as fiction https://t.co/BuHjAluLQm",@FOXNEWS
281,-0.4404,Sun Jan 07 19:42:46 +0000 2018,0.209,0.791,0.0,"'It's That Bad': Trump Book Author Recalls WH Visits, Rebuffs Criticism https://t.co/jrokFD3Wpp",@FOXNEWS
282,0.0,Sun Jan 07 19:35:32 +0000 2018,0.0,1.0,0.0,San Francisco begins selling recreational marijuana for the first time https://t.co/C9x9vXDDYw,@FOXNEWS
283,-0.1695,Sun Jan 07 19:35:01 +0000 2018,0.089,0.911,0.0,".@MariaBartiromo: ""I would not be surprised to see many, many more records hit in this upcoming year."" https://t.co/TY6RyBunBH",@FOXNEWS
284,0.0,Sun Jan 07 19:31:57 +0000 2018,0.0,1.0,0.0,".@Scaramucci: ""In a month or two, this book will be over, but [@realDonaldTrump's] presidency will not be."" https://t.co/5kPXhpXNVQ",@FOXNEWS
285,0.3818,Sun Jan 07 19:31:32 +0000 2018,0.071,0.794,0.135,"RT @FoxBusiness: .@newtgingrich: ""The Justice Department has to be confronted at some point with the reality that Congress is not going to…",@FOXNEWS
286,0.0772,Sun Jan 07 19:30:11 +0000 2018,0.0,0.902,0.098,RT @FoxBusiness: Nordstrom begins hiring spree for men's store amid retail challenges https://t.co/JJWaPeaoib,@FOXNEWS
287,-0.3818,Sun Jan 07 19:28:53 +0000 2018,0.14,0.86,0.0,".@TGowdySC: ""This time last year, Democrats wanted Comey prosecuted. Remember that? Harry Reid wanted him prosecute… https://t.co/5PjfLCcX7H",@FOXNEWS
288,-0.0516,Sun Jan 07 19:27:48 +0000 2018,0.148,0.714,0.138,'Schumer's From New York': @POTUS Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,@FOXNEWS
289,-0.743,Sun Jan 07 19:20:24 +0000 2018,0.364,0.636,0.0,"Teacher brought back to US to face sex abuse charges, authorities say https://t.co/tecNJj3pF7",@FOXNEWS
290,-0.5574,Sun Jan 07 19:14:53 +0000 2018,0.265,0.735,0.0,Britain scraps plan for vote on lifting fox hunting ban https://t.co/Yb18xztxxR,@FOXNEWS
291,0.3182,Sun Jan 07 19:13:14 +0000 2018,0.0,0.827,0.173,@JudgeJeanine: Comey Made Sure Mueller Was Appointed to 'Cover Their Butts' https://t.co/mFIrMwYZSD,@FOXNEWS
292,0.7096,Sun Jan 07 19:07:05 +0000 2018,0.0,0.742,0.258,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/yVdIXT8ANC",@FOXNEWS
293,0.0,Sun Jan 07 19:05:47 +0000 2018,0.0,1.0,0.0,".@Jehmu: ""@KeithEllison needs to retract and delete his [Antifa] tweet. Think about it: It was as if the Deputy Cha… https://t.co/L5AJzQkmTm",@FOXNEWS
294,0.2263,Sun Jan 07 19:05:11 +0000 2018,0.0,0.84,0.16,Washington State to Allow 'Gender X' Designation on Birth Certificates https://t.co/2XZ42gwhNi,@FOXNEWS
295,-0.4215,Sun Jan 07 18:59:11 +0000 2018,0.203,0.797,0.0,.@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill https://t.co/HWAh4YqYLb https://t.co/BnZeygtVzw,@FOXNEWS
296,0.0,Sun Jan 07 18:56:51 +0000 2018,0.0,1.0,0.0,RT @EricShawnTV: I anchor @FoxNews at 4 and 6 pm ET: Should @POTUS @realDonaldTrump talk with #KimJongUn? And what should he say? Here's @A…,@FOXNEWS
297,-0.3102,Sun Jan 07 18:55:25 +0000 2018,0.183,0.692,0.125,"OPINION: Silicon Valley's drug-fueled, secret sex parties -- One more reason to hate the hookup culture
https://t.co/T9t5WEz8rX",@FOXNEWS
298,-0.6705,Sun Jan 07 18:55:04 +0000 2018,0.257,0.743,0.0,".@MissDiagnosis: ""Morally, [Noor Salman's] as implicated in the killings as her husband."" https://t.co/oNGJxeEPei https://t.co/tys12OyRJR",@FOXNEWS
299,-0.4215,Sun Jan 07 18:52:26 +0000 2018,0.219,0.781,0.0,".@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill
https://t.co/0GxoFHyjDt",@FOXNEWS
300,0.0,Sun Jan 07 23:15:08 +0000 2018,0.0,1.0,0.0,RT @nytopinion: .@ambertamblyn: What we are wearing is not a statement of fashion. It is a statement of action. It is a direct message of r…,@NYTIMES
301,-0.5537,Sun Jan 07 23:14:33 +0000 2018,0.158,0.842,0.0,"Debra Messing, being interviewed on E!: "" I was so shocked to hear E! doesn’t believe in paying their female co-hos… https://t.co/Xpe0ozIlWX",@NYTIMES
302,-0.7269,Sun Jan 07 23:10:05 +0000 2018,0.319,0.681,0.0,A group of 300 Hollywood women have formed a sprawling initiative to fight systemic sexual harassment https://t.co/mfaGVJPaxJ,@NYTIMES
303,0.2929,Sun Jan 07 23:09:41 +0000 2018,0.06,0.834,0.105,"RT @caraNYT: ""With the women's march and now this, it really feels like a revolution is taking place. Although it's not going to solve all…",@NYTIMES
304,-0.1139,Sun Jan 07 23:07:42 +0000 2018,0.104,0.896,0.0,"Meryl Streep: ""I don't want to hear about the silence of me. I want to hear about the silence of Melania Trump. I w… https://t.co/8MDsR5wCGh",@NYTIMES
305,0.0772,Sun Jan 07 23:06:43 +0000 2018,0.0,0.885,0.115,Want updates from the Golden Globes red carpet? Follow @caraNYT. https://t.co/Aqd8KtYdwI,@NYTIMES
306,0.0,Sun Jan 07 23:00:32 +0000 2018,0.0,1.0,0.0,"The idea of Australia's 3,500-mile long dingo fence is simple: to keep feral dogs and dingoes on one side of the wi… https://t.co/gTiUqFBRzo",@NYTIMES
307,0.0,Sun Jan 07 22:49:37 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: 8 actresses, including Meryl Streep, Michelle Williams and Laura Dern, announced that they would be accompanied by activis…",@NYTIMES
308,-0.6705,Sun Jan 07 22:45:09 +0000 2018,0.2,0.8,0.0,"Watch: At a suicide prevention hotline in Puerto Rico, calls are on the rise after Hurricane Maria. Officials warn… https://t.co/q99BD9T3GX",@NYTIMES
309,0.0,Sun Jan 07 22:30:30 +0000 2018,0.0,1.0,0.0,"A water main break flooded part of JFK airport, disrupting flights, stranding passengers and adding to the delays f… https://t.co/LnRP1GuZ2O",@NYTIMES
310,-0.6249,Sun Jan 07 22:15:04 +0000 2018,0.177,0.823,0.0,"As violence rises in Mexico, a handful of towns are quietly breaking from the state. But their experiments in quasi… https://t.co/XGmDQiU7BX",@NYTIMES
311,-0.34,Sun Jan 07 22:00:18 +0000 2018,0.103,0.897,0.0,RT @nytpolitics: Senator Kirsten Gillibrand urged Al Franken to resign last month. “I believe she miscalculated and has shot herself in the…,@NYTIMES
312,-0.3182,Sun Jan 07 21:45:07 +0000 2018,0.256,0.603,0.141,Do falling crime rates mean the United States could do with fewer police officers? https://t.co/rilMExcdWy,@NYTIMES
313,0.0,Sun Jan 07 21:30:05 +0000 2018,0.0,1.0,0.0,"RT @jwpetersNYT: Here is Bannon's statement in full, as provided to The Times. https://t.co/0R9JgvMOny",@NYTIMES
314,0.0,Sun Jan 07 21:15:05 +0000 2018,0.0,1.0,0.0,Here are 5 things to watch for during this year’s Golden Globes ceremony https://t.co/MG0lb7e85l,@NYTIMES
315,-0.2732,Sun Jan 07 21:00:10 +0000 2018,0.22,0.569,0.211,“I don’t want trouble. I just want my son released.” https://t.co/pv6D2U1Hjv,@NYTIMES
316,0.1779,Sun Jan 07 20:45:05 +0000 2018,0.108,0.757,0.135,"""We did not find any issues, complaints or incidents of misconduct of any kind in the 8 years we worked together"" https://t.co/yfptIsndJI",@NYTIMES
317,0.0,Sun Jan 07 20:30:05 +0000 2018,0.0,1.0,0.0,"Amber Tamblyn writes in @nytopinion: ""What we are wearing is not a statement of fashion. It is a statement of actio… https://t.co/ujSoyWwRKD",@NYTIMES
318,0.0,Sun Jan 07 20:15:07 +0000 2018,0.0,1.0,0.0,"Last May, Jared Kushner accompanied President Trump on the pair’s first diplomatic trip to Israel.

Shortly before,… https://t.co/ku4lkFaPFF",@NYTIMES
319,-0.1695,Sun Jan 07 20:00:11 +0000 2018,0.18,0.702,0.118,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,@NYTIMES
320,0.0,Sun Jan 07 23:15:08 +0000 2018,0.0,1.0,0.0,RT @nytopinion: .@ambertamblyn: What we are wearing is not a statement of fashion. It is a statement of action. It is a direct message of r…,@NYTIMES
321,-0.5537,Sun Jan 07 23:14:33 +0000 2018,0.158,0.842,0.0,"Debra Messing, being interviewed on E!: "" I was so shocked to hear E! doesn’t believe in paying their female co-hos… https://t.co/Xpe0ozIlWX",@NYTIMES
322,-0.7269,Sun Jan 07 23:10:05 +0000 2018,0.319,0.681,0.0,A group of 300 Hollywood women have formed a sprawling initiative to fight systemic sexual harassment https://t.co/mfaGVJPaxJ,@NYTIMES
323,0.2929,Sun Jan 07 23:09:41 +0000 2018,0.06,0.834,0.105,"RT @caraNYT: ""With the women's march and now this, it really feels like a revolution is taking place. Although it's not going to solve all…",@NYTIMES
324,-0.1139,Sun Jan 07 23:07:42 +0000 2018,0.104,0.896,0.0,"Meryl Streep: ""I don't want to hear about the silence of me. I want to hear about the silence of Melania Trump. I w… https://t.co/8MDsR5wCGh",@NYTIMES
325,0.0772,Sun Jan 07 23:06:43 +0000 2018,0.0,0.885,0.115,Want updates from the Golden Globes red carpet? Follow @caraNYT. https://t.co/Aqd8KtYdwI,@NYTIMES
326,0.0,Sun Jan 07 23:00:32 +0000 2018,0.0,1.0,0.0,"The idea of Australia's 3,500-mile long dingo fence is simple: to keep feral dogs and dingoes on one side of the wi… https://t.co/gTiUqFBRzo",@NYTIMES
327,0.0,Sun Jan 07 22:49:37 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: 8 actresses, including Meryl Streep, Michelle Williams and Laura Dern, announced that they would be accompanied by activis…",@NYTIMES
328,-0.6705,Sun Jan 07 22:45:09 +0000 2018,0.2,0.8,0.0,"Watch: At a suicide prevention hotline in Puerto Rico, calls are on the rise after Hurricane Maria. Officials warn… https://t.co/q99BD9T3GX",@NYTIMES
329,0.0,Sun Jan 07 22:30:30 +0000 2018,0.0,1.0,0.0,"A water main break flooded part of JFK airport, disrupting flights, stranding passengers and adding to the delays f… https://t.co/LnRP1GuZ2O",@NYTIMES
330,-0.6249,Sun Jan 07 22:15:04 +0000 2018,0.177,0.823,0.0,"As violence rises in Mexico, a handful of towns are quietly breaking from the state. But their experiments in quasi… https://t.co/XGmDQiU7BX",@NYTIMES
331,-0.34,Sun Jan 07 22:00:18 +0000 2018,0.103,0.897,0.0,RT @nytpolitics: Senator Kirsten Gillibrand urged Al Franken to resign last month. “I believe she miscalculated and has shot herself in the…,@NYTIMES
332,-0.3182,Sun Jan 07 21:45:07 +0000 2018,0.256,0.603,0.141,Do falling crime rates mean the United States could do with fewer police officers? https://t.co/rilMExcdWy,@NYTIMES
333,0.0,Sun Jan 07 21:30:05 +0000 2018,0.0,1.0,0.0,"RT @jwpetersNYT: Here is Bannon's statement in full, as provided to The Times. https://t.co/0R9JgvMOny",@NYTIMES
334,0.0,Sun Jan 07 21:15:05 +0000 2018,0.0,1.0,0.0,Here are 5 things to watch for during this year’s Golden Globes ceremony https://t.co/MG0lb7e85l,@NYTIMES
335,-0.2732,Sun Jan 07 21:00:10 +0000 2018,0.22,0.569,0.211,“I don’t want trouble. I just want my son released.” https://t.co/pv6D2U1Hjv,@NYTIMES
336,0.1779,Sun Jan 07 20:45:05 +0000 2018,0.108,0.757,0.135,"""We did not find any issues, complaints or incidents of misconduct of any kind in the 8 years we worked together"" https://t.co/yfptIsndJI",@NYTIMES
337,0.0,Sun Jan 07 20:30:05 +0000 2018,0.0,1.0,0.0,"Amber Tamblyn writes in @nytopinion: ""What we are wearing is not a statement of fashion. It is a statement of actio… https://t.co/ujSoyWwRKD",@NYTIMES
338,0.0,Sun Jan 07 20:15:07 +0000 2018,0.0,1.0,0.0,"Last May, Jared Kushner accompanied President Trump on the pair’s first diplomatic trip to Israel.

Shortly before,… https://t.co/ku4lkFaPFF",@NYTIMES
339,-0.1695,Sun Jan 07 20:00:11 +0000 2018,0.18,0.702,0.118,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,@NYTIMES
340,0.0772,Sun Jan 07 19:45:08 +0000 2018,0.096,0.797,0.108,"“In my gut they moved too fast,” a major Democratic Party donor said of the senators who urged Al Franken to resign https://t.co/9xLDtSm3GD",@NYTIMES
341,0.0,Sun Jan 07 19:30:13 +0000 2018,0.0,1.0,0.0,Steve Bannon is quoted in a new book calling Donald Trump Jr.’s meeting with Russians in 2016 “treasonous.” On Sund… https://t.co/rnQmlLkXLN,@NYTIMES
342,0.0,Sun Jan 07 19:15:03 +0000 2018,0.0,1.0,0.0,8 actresses at the Golden Globes are extending their political statements to their plus-ones https://t.co/7YKjboRg7z,@NYTIMES
343,0.2023,Sun Jan 07 19:00:05 +0000 2018,0.0,0.87,0.13,RT @nytimesbooks: 9 new books recommended by editors at The New York Times https://t.co/oHhF1AtR1B,@NYTIMES
344,0.0,Sun Jan 07 18:45:06 +0000 2018,0.0,1.0,0.0,He went by the username “Kutecop4you” and described himself in an online ad as a “dominate male police officer” see… https://t.co/co0csu2GYu,@NYTIMES
345,0.0,Sun Jan 07 18:30:26 +0000 2018,0.0,1.0,0.0,Read Steve Bannon's full statement on Donald Trump Jr. https://t.co/mUWsgSzIbN,@NYTIMES
346,0.5106,Sun Jan 07 18:15:04 +0000 2018,0.0,0.752,0.248,"""Some people try on shoes for fun. I try on houses."" https://t.co/HIvS3SFOhq",@NYTIMES
347,0.5777,Sun Jan 07 18:00:18 +0000 2018,0.0,0.8,0.2,RT @NYTHealth: Exercise alters our microbiome. Is that one reason it’s so good for us? https://t.co/wMppLcutyo,@NYTIMES
348,0.0,Sun Jan 07 17:43:57 +0000 2018,0.0,1.0,0.0,"Breaking News: Steve Bannon said his “treasonous” quote in a new book was not aimed at President Trump’s son, as he… https://t.co/N1OZHbcIc9",@NYTIMES
349,0.0,Sun Jan 07 17:30:08 +0000 2018,0.0,1.0,0.0,“This may actually send a message to the fraternities that they need to do more” https://t.co/529xSK7lvU,@NYTIMES
350,0.0,Sun Jan 07 17:20:04 +0000 2018,0.0,1.0,0.0,RT @nytfood: There's not much more to it than tossing everything into a pot and letting it simmer for a couple of hours https://t.co/qcWN37…,@NYTIMES
351,0.4404,Sun Jan 07 17:10:06 +0000 2018,0.0,0.83,0.17,The Interior Department is poised to approve a land swap in Alaska that would allow a remote town to build a road t… https://t.co/sbDuUauplv,@NYTIMES
352,0.4019,Sun Jan 07 17:00:08 +0000 2018,0.101,0.729,0.17,"Stephen Miller sharply criticized Michael Wolff and his book, saying it “is best understood as a work of very poorl… https://t.co/UG3o9UMnvC",@NYTIMES
353,-0.1531,Sun Jan 07 16:50:06 +0000 2018,0.082,0.918,0.0,"RT @NYTScience: Never miss a meteor shower, a supermoon or a space launch ever again. Get in sync with our calendar: https://t.co/jv5G70sXCO",@NYTIMES
354,0.2846,Sun Jan 07 16:40:05 +0000 2018,0.056,0.806,0.138,"RT @nytimesworld: The U.S. wanted to discuss the protests in Iran at the United Nations Security Council, but Russia tried to shift the dis…",@NYTIMES
355,-0.1027,Sun Jan 07 16:30:18 +0000 2018,0.136,0.746,0.118,"Immigrant defendants who have been freed on bail are being improperly arrested on ICE detainers, a federal judge in… https://t.co/w9owuP1KMr",@NYTIMES
356,0.0,Sun Jan 07 16:20:06 +0000 2018,0.0,1.0,0.0,"Last May, Jared Kushner accompanied President Trump on the pair’s first diplomatic trip to Israel.

Shortly before,… https://t.co/dSVUGoXs69",@NYTIMES
357,-0.802,Sun Jan 07 16:10:09 +0000 2018,0.356,0.644,0.0,Opinion: You might think 2017 was the worst year ever. But you’d be wrong. https://t.co/9cIbkI8IBV,@NYTIMES
358,-0.2465,Sun Jan 07 16:00:14 +0000 2018,0.151,0.738,0.111,The Golden Globes has been advertised by NBC as “Hollywood’s party of the year!” Viewers may be very disappointed. https://t.co/3NzfP1w2Vm,@NYTIMES
359,0.0,Sun Jan 07 15:45:14 +0000 2018,0.0,1.0,0.0,"There is an increasing sense that the credibility of the U.S. administration, and the presidency itself, is being e… https://t.co/NpOeyGfmUV",@NYTIMES
360,-0.1027,Sun Jan 07 15:30:05 +0000 2018,0.096,0.826,0.078,RT @nytimesarts: There are a host of recent books on battling forgetfulness. This writer tested out some of the solutions. https://t.co/4UC…,@NYTIMES
361,-0.3818,Sun Jan 07 15:15:05 +0000 2018,0.148,0.852,0.0,What had been a rhetorical battle between a liberal state and a conservative administration is now a full-fledged f… https://t.co/9HWYkrjMG4,@NYTIMES
362,0.0,Sun Jan 07 14:46:41 +0000 2018,0.0,1.0,0.0,"A few months after he started treatment for drug addiction, a pair of bills arrived at his father’s home. They cata… https://t.co/8o2RPJIiwq",@NYTIMES
363,0.0,Sun Jan 07 14:30:17 +0000 2018,0.143,0.714,0.143,Our critics share who they think the 2018 Oscar nominees should be https://t.co/fQLNtlyFgz,@NYTIMES
364,0.25,Sun Jan 07 14:00:18 +0000 2018,0.0,0.895,0.105,North Korea's nuclear program advanced much faster under Kim Jong-un than the U.S. predicted. Here's how intelligen… https://t.co/6FIgcydqXB,@NYTIMES
365,0.4927,Sun Jan 07 13:38:31 +0000 2018,0.0,0.824,0.176,Phys Ed: Exercise Alters Our Microbiome. Is That One Reason It’s So Good for Us? https://t.co/MQR5wb7uzC,@NYTIMES
366,0.0,Sun Jan 07 13:30:19 +0000 2018,0.0,1.0,0.0,Bobby Darin Who? Jonathan Groff Gets It Now https://t.co/mxitk0F410,@NYTIMES
367,0.3818,Sun Jan 07 13:30:10 +0000 2018,0.0,0.833,0.167,India’s meteoric economic growth has slowed — and fingers are pointing at Narendra Modi https://t.co/JTioU6xCUz,@NYTIMES
368,0.128,Sun Jan 07 13:26:34 +0000 2018,0.225,0.462,0.312,Opinion: This Was Not the Good Death We Were Promised https://t.co/hTUDdUAwI3,@NYTIMES
369,0.0,Sun Jan 07 13:15:29 +0000 2018,0.0,1.0,0.0,Golden Globes Briefing: Golden Globes 2018: What to Watch For https://t.co/h3XDdS0798,@NYTIMES
370,0.4019,Sun Jan 07 13:00:15 +0000 2018,0.0,0.881,0.119,"While the search for new treatments and cures is advancing at breakneck speed, ideas about how to help patients pay… https://t.co/rDi6QbE6yG",@NYTIMES
371,0.0,Sun Jan 07 13:00:04 +0000 2018,0.0,1.0,0.0,A council leader has been on a campaign to deal with the homeless people who “sleep rough” near the wedding venue f… https://t.co/jt3pYc6c6p,@NYTIMES
372,-0.4767,Sun Jan 07 12:56:36 +0000 2018,0.279,0.721,0.0,Rohingya Militants in Myanmar Claim Responsibility for Attack https://t.co/2qR0nUZqAp,@NYTIMES
373,0.0,Sun Jan 07 12:30:05 +0000 2018,0.0,1.0,0.0,"It was meant to be a collector’s secret, but someone knew the secret, stole the secret and, it seems, drank the sec… https://t.co/wjn6A5LvMA",@NYTIMES
374,0.0,Sun Jan 07 12:00:24 +0000 2018,0.0,1.0,0.0,"The price of Humira, the world's bestselling drug, has risen a little over 100% in the last 5 years. How? https://t.co/vTnbRWbBsv",@NYTIMES
375,0.0516,Sun Jan 07 11:30:19 +0000 2018,0.132,0.727,0.141,"As Egypt publicly condemned Trump’s statement on Jerusalem, an intelligence officer was coaxing talk show hosts to… https://t.co/bvj9Tf8QCJ",@NYTIMES
376,0.624,Sun Jan 07 11:00:27 +0000 2018,0.0,0.724,0.276,"President Trump, in an extraordinary defense of his fitness for office, described himself as “a very stable genius"" https://t.co/uOhmZ3egSb",@NYTIMES
377,-0.2023,Sun Jan 07 10:37:53 +0000 2018,0.21,0.625,0.165,Call to Remove Homeless People (All 8) Before Royal Wedding Stirs Anger https://t.co/a63zhmKAcI,@NYTIMES
378,0.0258,Sun Jan 07 10:34:28 +0000 2018,0.19,0.613,0.196,Care Suffers as More Nursing Homes Feed Money Into Corporate Webs https://t.co/9h1bHYhp7x,@NYTIMES
379,0.0,Sun Jan 07 10:21:02 +0000 2018,0.0,1.0,0.0,Test your knowledge of this week’s health news https://t.co/6lXqQjutca,@NYTIMES
380,-0.1779,Sun Jan 07 10:01:27 +0000 2018,0.18,0.706,0.114,"Some landlords avoid raising the rent when they have a good tenant. ""My unwritten rule is: You don’t bother me, I d… https://t.co/JeYF67LdmL",@NYTIMES
381,-0.4215,Sun Jan 07 09:43:02 +0000 2018,0.237,0.763,0.0,Trump’s Twitter Threats Put American Credibility on the Line https://t.co/QKtSmiRaqu,@NYTIMES
382,0.34,Sun Jan 07 09:37:39 +0000 2018,0.0,0.862,0.138,"The policy change, intended to bolster security, requires a hotel employee to enter every room daily https://t.co/wHAnbUp349",@NYTIMES
383,0.0,Sun Jan 07 09:19:12 +0000 2018,0.0,1.0,0.0,"The breakout star of “Get Out” says he can relate to his character: “Being young, working class and black, everythi… https://t.co/wwVda6dGCA",@NYTIMES
384,0.2263,Sun Jan 07 08:59:41 +0000 2018,0.126,0.711,0.162,The Gorilla Channel Incident is either a sign of the imminent collapse of public discourse or the first great meme… https://t.co/gpMBVpWiO4,@NYTIMES
385,0.6369,Sun Jan 07 08:41:31 +0000 2018,0.0,0.625,0.375,"For modern seafood, Australia does it best https://t.co/CWojRPC9qt",@NYTIMES
386,0.4215,Sun Jan 07 08:24:15 +0000 2018,0.0,0.851,0.149,"“I’m hoping for a crib death,” wrote one user. 
“Deport the scum immediately,” read another online comment.
https://t.co/XwmyAyrXI6",@NYTIMES
387,0.4404,Sun Jan 07 08:06:44 +0000 2018,0.0,0.861,0.139,What if America had a monarchy? Monarchists say the world would be a better place with more kings and queens. https://t.co/H8QfOlVKfx,@NYTIMES
388,0.0258,Sun Jan 07 07:49:00 +0000 2018,0.195,0.602,0.203,3 New Year’s resolutions that can help fight climate change https://t.co/WvmYQZ89Fl,@NYTIMES
389,-0.6369,Sun Jan 07 07:31:27 +0000 2018,0.234,0.766,0.0,"Paraguayan students were once beaten and humiliated for speaking Guaraní. Now, schools are required to teach the la… https://t.co/qRmBHMf3i2",@NYTIMES
390,-0.0516,Sun Jan 07 07:13:54 +0000 2018,0.099,0.811,0.09,Stefan Buck created bank accounts for dozens of Americans hiding money from tax collectors. The U.S. tried to hold… https://t.co/RVbnEdKlqe,@NYTIMES
391,-0.3612,Sun Jan 07 06:56:02 +0000 2018,0.28,0.72,0.0,32 Sailors Missing After Ships Collide Off China’s East Coast https://t.co/wpClorT5qX,@NYTIMES
392,0.0,Sun Jan 07 06:47:05 +0000 2018,0.0,1.0,0.0,The art that Tavi Gevinson collects https://t.co/f5iEgCTHQk https://t.co/TE4cVJ7IM3,@NYTIMES
393,-0.5719,Sun Jan 07 06:28:03 +0000 2018,0.343,0.657,0.0,"32 Missing, Including 30 Iranians, in Sea Collision in China https://t.co/iDVEAq3VrL",@NYTIMES
394,-0.5994,Sun Jan 07 06:16:41 +0000 2018,0.262,0.738,0.0,"Horace Ashenfelter, Olympic Victor of a Cold War Showdown, Dies at 94 https://t.co/jDOYa9xENG",@NYTIMES
395,-0.296,Sun Jan 07 06:15:24 +0000 2018,0.306,0.694,0.0,No. 1: Make your bed https://t.co/ceKzb1Gk7j,@NYTIMES
396,0.2263,Sun Jan 07 05:57:26 +0000 2018,0.0,0.826,0.174,You don’t need fad diets or lots of time https://t.co/SeZVb3AP5I,@NYTIMES
397,-0.2023,Sun Jan 07 05:38:56 +0000 2018,0.153,0.847,0.0,"In Alaska, a Deal Is Made for a Controversial Road Inside a Refuge https://t.co/fgn2G3c0BD",@NYTIMES
398,0.0,Sun Jan 07 05:23:40 +0000 2018,0.0,1.0,0.0,The mass bleaching of coral reefs was virtually unheard-of before the 1980s. Now it occurs so frequently that reefs… https://t.co/SKMgcKC7Ts,@NYTIMES
399,0.802,Sun Jan 07 05:06:52 +0000 2018,0.0,0.725,0.275,"The question for Masha Gessen, who won the nonfiction award in 2017 from the National Book Foundation, is how susta… https://t.co/domS8qlKID",@NYTIMES
400,0.0,Sat Jan 06 20:05:17 +0000 2018,0.0,1.0,0.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",@CBS
401,0.8271,Sat Jan 06 19:04:08 +0000 2018,0.0,0.686,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,@CBS
402,-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.226,0.774,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,@CBS
403,0.0,Sat Jan 06 00:37:55 +0000 2018,0.0,1.0,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",@CBS
404,0.0,Sat Jan 06 00:30:53 +0000 2018,0.0,1.0,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,@CBS
